能|-0.009108514980215292 -0.005520029036502649 0.0003569097125246393 -0.020188633124018876 0.027604025311731437 -0.0021565678418769135 0.0091024274112271 0.014397237733185134 0.002919016731367809 -0.00028750623317807676 -0.013056373633279536 -0.009592509794143896 0.011275705446393499 -0.0068560887000086255 -0.0004016697244831304 -0.008559312110732745 -0.004117114749411748 -0.010122992536276253 0.011861408526680918 -0.010814130564353146
签证|-0.009108514980215292 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.00291901673136781 -0.00028750623317807687 -0.013056373633279529 -0.0095925097941439 0.011275705446393496 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732749 -0.0041171147494117495 -0.010122992536276257 0.011861408526680915 -0.010814130564353139
第几|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.027604025311731423 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393492 -0.006856088700008629 -0.0004016697244831306 -0.008559312110732752 -0.004117114749411751 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
不得|-0.009108514980215292 -0.005520029036502649 0.0003569097125246393 -0.020188633124018873 0.027604025311731437 -0.0021565678418769135 0.0091024274112271 0.014397237733185134 0.002919016731367809 -0.00028750623317807676 -0.013056373633279536 -0.009592509794143896 0.011275705446393499 -0.0068560887000086255 -0.0004016697244831306 -0.008559312110732745 -0.004117114749411748 -0.010122992536276253 0.011861408526680918 -0.010814130564353146
不能|-0.009108514980215298 -0.005520029036502646 0.0003569097125246392 -0.02018863312401887 0.027604025311731437 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143899 0.011275705446393496 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732749 -0.004117114749411748 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
身份证明|-0.0091085149802153 -0.005520029036502646 0.0003569097125246393 -0.020188633124018862 0.027604025311731423 -0.0021565678418769144 0.009102427411227108 0.01439723773318513 0.0029190167313678096 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393492 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732752 -0.004117114749411751 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
补办|-0.009108514980215292 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276257 0.011861408526680911 -0.010814130564353139
乘车|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.02018863312401887 0.027604025311731433 -0.0021565678418769135 0.009102427411227108 0.014397237733185131 0.00291901673136781 -0.000287506233178077 -0.013056373633279533 -0.009592509794143897 0.011275705446393499 -0.006856088700008627 -0.0004016697244831304 -0.008559312110732747 -0.004117114749411748 -0.01012299253627626 0.011861408526680915 -0.010814130564353142
包裹|-0.009108514980215296 -0.005520029036502647 0.0003569097125246392 -0.02018863312401887 0.027604025311731437 -0.0021565678418769144 0.009102427411227104 0.014397237733185131 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143899 0.011275705446393497 -0.006856088700008627 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353142
服务|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.00291901673136781 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
软座|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769135 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831306 -0.008559312110732752 -0.00411711474941175 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
列车|-0.0091085149802153 -0.005520029036502646 0.00035690971252463915 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
窗口|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.00291901673136781 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
提取|-0.0091085149802153 -0.005520029036502646 0.0003569097125246393 -0.020188633124018862 0.027604025311731433 -0.002156567841876915 0.009102427411227108 0.014397237733185131 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143902 0.011275705446393499 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732749 -0.004117114749411748 -0.010122992536276257 0.011861408526680915 -0.010814130564353139
字样|-0.0091085149802153 -0.005520029036502649 0.0003569097125246393 -0.020188633124018876 0.027604025311731437 -0.0021565678418769135 0.0091024274112271 0.014397237733185134 0.002919016731367809 -0.00028750623317807676 -0.013056373633279536 -0.009592509794143896 0.011275705446393499 -0.0068560887000086255 -0.0004016697244831304 -0.008559312110732745 -0.0041171147494117495 -0.010122992536276257 0.011861408526680918 -0.010814130564353142
危险品|-0.009108514980215292 -0.005520029036502648 0.0003569097125246392 -0.02018863312401887 0.02760402531173143 -0.0021565678418769135 0.0091024274112271 0.014397237733185134 0.00291901673136781 -0.00028750623317807687 -0.013056373633279536 -0.009592509794143896 0.011275705446393499 -0.0068560887000086255 -0.0004016697244831305 -0.008559312110732749 -0.004117114749411748 -0.010122992536276257 0.011861408526680918 -0.010814130564353139
报销|-0.0091085149802153 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185131 0.00291901673136781 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
华侨|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276257 0.011861408526680911 -0.010814130564353139
的|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.02018863312401887 0.027604025311731433 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143899 0.011275705446393496 -0.006856088700008627 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353142
通卡|-0.009108514980215294 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831306 -0.008559312110732752 -0.004117114749411751 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
故障|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769153 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.004117114749411748 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
丢失|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185131 0.0029190167313678096 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276257 0.011861408526680911 -0.010814130564353139
记载|-0.0091085149802153 -0.005520029036502649 0.0003569097125246391 -0.020188633124018876 0.02760402531173143 -0.0021565678418769135 0.0091024274112271 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279536 -0.009592509794143896 0.011275705446393496 -0.0068560887000086255 -0.0004016697244831306 -0.008559312110732745 -0.0041171147494117495 -0.010122992536276253 0.011861408526680916 -0.010814130564353142
代|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769135 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008628 -0.0004016697244831306 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
）|-0.0091085149802153 -0.005520029036502649 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769135 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143899 0.011275705446393496 -0.0068560887000086255 -0.0004016697244831306 -0.008559312110732749 -0.0041171147494117495 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
车票|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
在|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
不符|-0.009108514980215296 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.027604025311731423 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393492 -0.006856088700008629 -0.0004016697244831306 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
为了|-0.0091085149802153 -0.005520029036502647 0.00035690971252463926 -0.02018863312401887 0.02760402531173143 -0.0021565678418769135 0.009102427411227104 0.014397237733185131 0.002919016731367809 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143897 0.011275705446393499 -0.006856088700008627 -0.0004016697244831304 -0.008559312110732745 -0.004117114749411748 -0.010122992536276257 0.011861408526680915 -0.010814130564353142
（|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769135 0.009102427411227108 0.014397237733185133 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143899 0.011275705446393496 -0.006856088700008627 -0.0004016697244831306 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
进站|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
时|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.00855931211073275 -0.0041171147494117495 -0.01012299253627626 0.011861408526680915 -0.010814130564353139
两地|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185134 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276257 0.011861408526680911 -0.010814130564353139
往返票|-0.0091085149802153 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.027604025311731423 -0.0021565678418769153 0.009102427411227108 0.014397237733185131 0.002919016731367809 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393492 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732752 -0.004117114749411751 -0.010122992536276253 0.011861408526680911 -0.010814130564353139
非|-0.009108514980215296 -0.005520029036502646 0.0003569097125246392 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.01439723773318513 0.002919016731367811 -0.00028750623317807687 -0.013056373633279533 -0.009592509794143899 0.011275705446393496 -0.006856088700008629 -0.0004016697244831305 -0.008559312110732749 -0.0041171147494117495 -0.010122992536276257 0.011861408526680915 -0.010814130564353139
收货人|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.01439723773318513 0.002919016731367811 -0.00028750623317807687 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
需|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.0029190167313678096 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732752 -0.0041171147494117495 -0.01012299253627626 0.011861408526680911 -0.010814130564353139
订|-0.0091085149802153 -0.005520029036502646 0.0003569097125246391 -0.020188633124018862 0.02760402531173143 -0.0021565678418769144 0.009102427411227108 0.014397237733185127 0.00291901673136781 -0.000287506233178077 -0.013056373633279529 -0.009592509794143902 0.011275705446393496 -0.006856088700008629 -0.0004016697244831304 -0.008559312110732752 -0.0041171147494117495 -0.010122992536276257 0.011861408526680911 -0.010814130564353139
